time/fps,rollout/ep_rew_mean,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/n_updates,train/clip_range,train/approx_kl
603,4550.25,8192,4,200.0,13,0.0003,44266.01953125,0.0002224445343017578,-0.7503538083285093,-0.0030554793556802906,80842.95828857421,0.072802734375,2330,0.2,0.005575193
574,4511.764705882353,10240,5,200.0,17,0.0003,52500.42578125,0.0006927251815795898,-0.7132961508817971,-0.0012830385254346765,80038.03041992188,0.130908203125,2340,0.2,0.0062797368
763,4360.0,2048,1,200.0,2,0.0003,24458.318359375,0.0024274587631225586,-0.7407971231266857,-0.0033155697950860486,77806.27822265626,0.04716796875,2350,0.2,0.004366539
625,4427.5,4096,2,200.0,6,0.0003,41444.38671875,-0.029166102409362793,-0.7600201984867454,-0.005331547989771934,77323.81134033203,0.08798828125,2310,0.2,0.0058170073
583,4415.666666666667,6144,3,200.0,10,0.0003,35746.3125,0.005361020565032959,-0.7346751518547535,-0.0008808782949927263,76902.28865966797,0.033544921875,2320,0.2,0.0025332314
573,4352.0,8192,4,200.0,14,0.0003,38746.85546875,-0.020056962966918945,-0.7640746219083667,-0.0034178944559243975,78365.02924804688,0.064697265625,2330,0.2,0.0054854536
559,4355.098039215686,10240,5,200.0,18,0.0003,17777.166015625,0.13239985704421997,-0.798247666284442,-0.002109313959226711,80215.71914672852,0.03212890625,2340,0.2,0.0042255986
757,4235.0,2048,1,200.0,2,0.0003,39672.97265625,0.000870048999786377,-0.7926629412919283,-0.002507633149070898,76809.33980102539,0.02080078125,2350,0.2,0.004014781
628,4241.0,4096,2,200.0,6,0.0003,30950.671875,0.002255558967590332,-0.776677425391972,-0.007251822605030611,75126.95395507812,0.09365234375,2360,0.2,0.0071175722
591,4169.666666666667,6144,3,200.0,10,0.0003,31640.494140625,0.005011022090911865,-0.7764606382697821,-0.0017620638900552876,76424.2165283203,0.003515625,2370,0.2,0.001975348
590,4229.25,8192,4,200.0,13,0.0003,36458.70703125,0.06513553857803345,-0.7987504309043288,-0.0015303578911698423,78853.01412353516,0.000927734375,2380,0.2,0.0013400507
590,4254.509803921569,10240,5,200.0,17,0.0003,32341.646484375,0.009800910949707031,-0.7378252493217587,-0.0023632919746887637,79603.95687866211,0.0234375,2390,0.2,0.0030525625
900,4516.0,2048,1,200.0,2,0.0003,25586.748046875,0.0025707483291625977,-0.7204742562025785,-0.00581896272051381,80461.00219116212,0.063623046875,2400,0.2,0.00528155
702,4425.0,4096,2,200.0,5,0.0003,19112.384765625,0.005847513675689697,-0.762724574841559,-0.005032451795705129,84276.47254638672,0.080517578125,2360,0.2,0.005328184
655,4461.333333333333,6144,3,200.0,9,0.0003,20224.55859375,0.002591073513031006,-0.7366508761420846,-0.005501183262094855,82273.54454345703,0.059521484375,2370,0.2,0.0062086615
639,4458.0,8192,4,200.0,12,0.0003,23086.462890625,0.00399625301361084,-0.7372238505631685,-0.0029161353944800795,77648.8525390625,0.05361328125,2380,0.2,0.004059571
629,4462.745098039216,10240,5,200.0,16,0.0003,22851.76171875,-0.0011246204376220703,-0.7218580899760128,-0.00490079747105483,81529.09838867188,0.080419921875,2390,0.2,0.007801205
814,4550.0,2048,1,200.0,2,0.0003,65799.1875,-0.01769101619720459,-0.7414519097656012,-0.005725001808605157,82620.03935546875,0.055224609375,2400,0.2,0.0059699505
642,4591.5,4096,2,200.0,6,0.0003,40683.375,0.010944724082946777,-0.6944879148155451,-0.0033854024550237227,82587.1460571289,0.03798828125,2410,0.2,0.00455508
593,4549.0,6144,3,200.0,10,0.0003,35960.74609375,0.0009298324584960938,-0.644966637995094,-0.004454971269296948,84141.54615478516,0.099951171875,2420,0.2,0.0079134405
569,4513.75,8192,4,200.0,14,0.0003,46418.64453125,0.0016064643859863281,-0.6955576729029417,-0.0033249319858441595,78076.42795410156,0.040576171875,2430,0.2,0.0037864982
549,4522.35294117647,10240,5,200.0,18,0.0003,67393.484375,0.0598297119140625,-0.7065377188846469,-0.00495870761515107,84495.20571289063,0.036669921875,2440,0.2,0.0049266904
774,4477.0,2048,1,200.0,2,0.0003,40605.1328125,0.00596928596496582,-0.7031955643557012,-0.0070815703023981765,85349.93480224609,0.08515625,2450,0.2,0.007642974
638,4504.5,4096,2,200.0,6,0.0003,22648.24609375,0.012420892715454102,-0.7104271469637752,-0.0026707388562499544,79495.66791381835,0.01865234375,2410,0.2,0.0032803114
593,4505.333333333333,6144,3,200.0,10,0.0003,28975.728515625,0.0055179595947265625,-0.6860561818815768,-0.005303153449494858,83501.1745361328,0.0515625,2420,0.2,0.0034612415
575,4523.5,8192,4,200.0,14,0.0003,31082.47265625,-0.00018858909606933594,-0.7143917959183455,-0.0015611264389008284,86920.19431152343,0.082177734375,2430,0.2,0.0060374653
557,4508.0392156862745,10240,5,200.0,18,0.0003,32356.556640625,0.0007786154747009277,-0.7461155090481043,-0.005922951982211089,84893.9437927246,0.102490234375,2440,0.2,0.0069008716
764,4438.0,2048,1,200.0,2,0.0003,44334.0078125,0.002676844596862793,-0.7528058288618922,-0.0040257797678350474,88877.36891479492,0.046337890625,2450,0.2,0.0041550933
636,4473.0,4096,2,200.0,6,0.0003,63992.03515625,0.0019140839576721191,-0.7127333402633667,-0.006876371911494062,82996.6073059082,0.07236328125,2460,0.2,0.0057673166
591,4494.666666666667,6144,3,200.0,10,0.0003,43624.67578125,0.00213778018951416,-0.7093104178085923,-0.006611617293674499,83107.15756225586,0.06708984375,2470,0.2,0.0051342584
572,4473.5,8192,4,200.0,14,0.0003,24301.05078125,0.0011762380599975586,-0.6861498517915606,-0.005237888351257425,85843.68040771484,0.08583984375,2480,0.2,0.010179748
556,4497.058823529412,10240,5,200.0,18,0.0003,45231.3125,0.008849799633026123,-0.703845775872469,-0.005664889127365314,82771.55247192383,0.057421875,2490,0.2,0.004972263
792,4148.0,2048,1,200.0,2,0.0003,42652.19140625,-0.00022840499877929688,-0.6779129317961633,-0.0036622777210141067,86108.53818359374,0.089404296875,2500,0.2,0.006320901
653,4386.5,4096,2,200.0,6,0.0003,25177.4609375,0.20228326320648193,-0.8009702607989311,-0.0016063883340393659,80158.39969482421,0.003662109375,2460,0.2,0.00087712414
616,4394.333333333333,6144,3,200.0,9,0.0003,39131.671875,0.03417438268661499,-0.7371407512575388,-0.002988363824260887,83739.36131591797,0.030078125,2470,0.2,0.0031643026
597,4396.5,8192,4,200.0,13,0.0003,32965.046875,0.04397153854370117,-0.75937983635813,-0.005399716837564484,85304.46342773437,0.044677734375,2480,0.2,0.0051631946
588,4405.098039215686,10240,5,200.0,17,0.0003,36573.64453125,-0.004281163215637207,-0.7460132641717792,-0.006084416658995906,80316.99869995117,0.06494140625,2490,0.2,0.005375446
