time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/value_loss
39,1013,9,200.0,367.7551020408163,9984,-2.0878721952438353,0.005651986,0.002734375,0.0003,4380,-0.009207486442755907,233.47760009765625,0.3,0.36129230260849,407.02507095336915
40,1014,10,200.0,374.70588235294116,10240,-2.031685250997543,0.005544317,0.0,0.0003,4390,-0.005426818155683577,1104.2889404296875,0.3,0.215964674949646,2054.748211669922
1,1312,0,200.0,890.0,256,-1.9578838706016541,0.0006762494,0.0,0.0003,4400,-0.0026796655263751747,1603.04345703125,0.3,0.25535452365875244,3013.584619140625
2,1145,0,200.0,230.0,512,-1.9517833411693573,0.0116194505,0.026171875,0.0003,4410,-0.013910686504095793,1051.855224609375,0.3,0.21777987480163574,2138.8050170898437
3,1089,0,200.0,253.33333333333334,768,-1.9191651523113251,0.0019079926,0.0,0.0003,4420,-0.0040022307774052026,695.77783203125,0.3,-0.07462728023529053,1887.0806030273438
4,1054,0,200.0,228.0,1024,-1.8970929622650146,0.011144822,0.0109375,0.0003,4430,-0.01302040545269847,1099.960693359375,0.3,0.3971624970436096,1608.6960540771483
5,1055,1,200.0,301.6666666666667,1280,-1.9543591678142547,0.0038772644,0.0,0.0003,4440,-0.0018296862952411174,91.63035583496094,0.3,0.13337749242782593,290.1224418640137
6,1060,1,200.0,418.57142857142856,1536,-1.9279413402080536,0.002175902,0.0,0.0003,4450,-0.003949654661118985,661.6547241210938,0.3,0.4926183819770813,1876.1231201171875
7,1059,1,200.0,350.0,1792,-1.8219318866729737,0.004650835,0.007421875,0.0003,4460,-0.007712655141949654,1103.7283935546875,0.3,0.3344171643257141,2054.7643188476563
8,1062,1,200.0,341.0,2048,-1.8188100755214691,0.026991718,0.04453125,0.0003,4470,-0.020336810033768415,368.83135986328125,0.3,0.3765086531639099,817.759814453125
9,1066,2,200.0,370.90909090909093,2304,-1.9127231061458587,0.011357932,0.01328125,0.0003,4480,-0.01637185059953481,567.8179931640625,0.3,0.27757591009140015,1195.9600341796875
10,1065,2,200.0,393.3333333333333,2560,-1.835142469406128,0.0012744425,0.0,0.0003,4490,-0.002174860704690218,1057.224365234375,0.3,0.3051043748855591,2119.577227783203
11,1067,2,200.0,435.0,2816,-1.9149762988090515,0.008044151,0.01171875,0.0003,4500,-0.008263717405498028,744.784423828125,0.3,0.40061503648757935,1563.3757751464843
12,1066,2,200.0,412.6666666666667,3072,-1.934337854385376,0.0026508707,0.00234375,0.0003,4510,-0.004380783531814814,773.8388671875,0.3,0.4291726350784302,1810.905010986328
13,1069,3,200.0,370.0,3328,-1.952660208940506,0.0018640468,0.00078125,0.0003,4520,-0.004355690348893404,1208.994384765625,0.3,0.07531195878982544,2360.6337890625
14,1067,3,200.0,402.3529411764706,3584,-1.895081740617752,0.005427668,0.00390625,0.0003,4530,-0.006672225194051862,1214.121337890625,0.3,-0.07361626625061035,2879.6646484375
15,1066,3,200.0,417.36842105263156,3840,-1.8932485044002534,0.011442088,0.0078125,0.0003,4540,-0.01826128731481731,661.0232543945312,0.3,0.46451908349990845,1101.353549194336
16,1065,3,200.0,442.0,4096,-1.9022087097167968,0.0029779782,0.000390625,0.0003,4550,-0.0010451910085976124,976.8079223632812,0.3,0.31869077682495117,2077.4892333984376
17,1066,4,200.0,430.0,4352,-1.9270759284496308,0.0058832634,0.0015625,0.0003,4560,-0.012678465992212295,851.7841186523438,0.3,0.5006650686264038,1425.6552825927733
18,1066,4,200.0,459.5652173913044,4608,-1.9077629327774048,0.0023220289,0.0,0.0003,4570,-0.003857466741465032,958.3908081054688,0.3,0.3458788990974426,2072.6308715820314
19,1067,4,200.0,469.1666666666667,4864,-1.9381417512893677,0.0030347689,0.003125,0.0003,4580,-0.009711261850316077,882.7657470703125,0.3,0.26584213972091675,1826.8270935058595
20,1068,4,200.0,442.4,5120,-1.8912985920906067,0.002827371,0.00078125,0.0003,4590,-0.0041365579701960085,436.4049377441406,0.3,0.4916713833808899,1264.7161956787108
21,1069,5,200.0,451.53846153846155,5376,-1.816741055250168,0.017842418,0.025,0.0003,4600,-0.01109628016129136,1041.40234375,0.3,0.10246366262435913,2315.6377197265624
22,1066,5,200.0,389.2857142857143,5632,-1.750363475084305,0.00666935,0.006640625,0.0003,4610,-0.006251575984060764,344.16058349609375,0.3,0.2903009057044983,889.3710052490235
23,1064,5,200.0,399.3103448275862,5888,-1.4970654547214508,0.0143798245,0.019140625,0.0003,4620,-0.00557522380258888,2446.22265625,0.3,-1.0131609439849854,5190.037182617188
24,1066,5,200.0,416.3333333333333,6144,-1.8606979191303252,0.0007180993,0.0,0.0003,4630,-0.002113958913832903,806.7512817382812,0.3,0.2975403666496277,1698.2051635742187
25,1061,6,200.0,447.8125,6400,-1.8538642346858978,0.0013257663,0.0,0.0003,4640,-0.003646231722086668,1089.51611328125,0.3,0.5048133134841919,2014.9379028320313
26,1062,6,200.0,447.8787878787879,6656,-1.8967583298683166,0.0032220024,0.00078125,0.0003,4650,-0.004854655847884715,821.8452758789062,0.3,0.43656474351882935,2169.534002685547
27,1061,6,200.0,468.52941176470586,6912,-1.9244889259338378,0.0042887153,0.00078125,0.0003,4660,-0.00808082246221602,939.1599731445312,0.3,0.3473430871963501,1736.9049438476563
28,1061,6,200.0,488.2857142857143,7168,-1.7841645181179047,0.006825761,0.0015625,0.0003,4670,-0.008486825483851134,1232.9256591796875,0.3,0.5060602426528931,2106.032080078125
29,1062,6,200.0,484.86486486486484,7424,-1.8731790840625764,0.010299552,0.015234375,0.0003,4680,-0.012139502726495267,631.2498779296875,0.3,0.4792919158935547,1511.8724060058594
30,1062,7,200.0,490.7894736842105,7680,-1.7967893958091736,0.006829789,0.00546875,0.0003,4690,-0.012148261140100657,629.1696166992188,0.3,0.448375403881073,1392.5743408203125
31,1060,7,200.0,514.1025641025641,7936,-1.9260684490203857,0.0065590004,0.012109375,0.0003,4700,-0.010825575911439955,911.1337280273438,0.3,0.5329301953315735,1647.3570739746094
32,1058,7,200.0,518.5,8192,-1.8654033541679382,0.0026845462,0.0,0.0003,4710,-0.004452892416156829,1133.59716796875,0.3,0.3711956739425659,2758.4348999023437
33,1056,7,200.0,531.6666666666666,8448,-2.007595646381378,0.00055112503,0.0,0.0003,4720,0.00016545301768928767,842.772705078125,0.3,0.18830031156539917,1566.2138366699219
34,1054,8,200.0,528.8372093023256,8704,-1.9927263975143432,0.0070274286,0.0109375,0.0003,4730,-0.012621133332140743,1039.8187255859375,0.3,0.4486842155456543,1670.6140075683593
35,1054,8,200.0,532.0454545454545,8960,-1.7965935707092284,0.0026274642,0.001171875,0.0003,4740,-0.003914204123429954,661.0820922851562,0.3,0.28388160467147827,1670.1664672851562
36,1053,8,200.0,531.7391304347826,9216,-1.9518747806549073,0.00032644183,0.0,0.0003,4750,-0.0010644710622727872,693.7798461914062,0.3,0.5345367789268494,1591.2005737304687
37,1052,9,200.0,545.1063829787234,9472,-1.9096943318843842,0.014169533,0.032421875,0.0003,4760,-0.011494139046408235,1309.856689453125,0.3,0.2012975811958313,2484.169024658203
38,1052,9,200.0,542.7083333333334,9728,-1.9576465427875518,0.0055647693,0.007421875,0.0003,4770,-0.004393518483266234,1032.619140625,0.3,0.43718481063842773,1747.537255859375
39,1052,9,200.0,545.3061224489796,9984,-1.9313703536987306,0.0012376909,0.0,0.0003,4780,-0.0009200726170092821,600.3187255859375,0.3,0.5143990516662598,1458.3050720214844
40,1051,9,200.0,544.9019607843137,10240,-2.008712947368622,0.0019729573,0.0,0.0003,4790,0.0008761944016441702,921.5282592773438,0.3,0.16701281070709229,2414.013781738281
1,1261,0,200.0,110.0,256,-2.0351136922836304,0.002750293,0.009375,0.0003,4800,-0.0090473513584584,565.7449340820312,0.3,0.3444138765335083,1322.8301361083984
2,1119,0,200.0,275.0,512,-2.0126481652259827,0.0001620648,0.0,0.0003,4410,-0.0012935664039105178,330.188720703125,0.3,0.043983399868011475,1276.1889373779297
3,1085,0,200.0,36.666666666666664,768,-2.031755518913269,0.00033572176,0.0,0.0003,4420,-0.0019848709460347893,728.5686645507812,0.3,0.17561542987823486,1621.5862915039063
4,1061,0,200.0,290.0,1024,-2.0591856837272644,0.0018914053,0.0,0.0003,4430,-0.005690982867963612,935.1312866210938,0.3,0.11259835958480835,2356.7068298339846
5,1050,1,200.0,233.33333333333334,1280,-2.0057903289794923,0.0017239172,0.0,0.0003,4440,-0.00458493335172534,956.0362548828125,0.3,0.29913538694381714,1776.8883850097657
6,1048,1,200.0,255.71428571428572,1536,-1.9292848229408264,0.0017369168,0.00078125,0.0003,4450,-0.0037379203364253043,606.62158203125,0.3,0.29961836338043213,971.0786346435547
7,1047,1,200.0,237.5,1792,-2.060174214839935,0.000989364,0.0,0.0003,4460,-0.001912160823121667,723.69873046875,0.3,0.19852691888809204,1131.282568359375
8,1047,1,200.0,219.0,2048,-1.995039600133896,0.008130294,0.01015625,0.0003,4470,-0.010095618572086096,1139.7939453125,0.3,0.0229911208152771,2176.7669982910156
9,1045,2,200.0,280.90909090909093,2304,-2.1269371271133424,0.0012553998,0.0,0.0003,4480,-0.00782541250810027,418.0245361328125,0.3,0.25953441858291626,737.7041244506836
10,1043,2,200.0,309.1666666666667,2560,-2.017613261938095,0.0010287375,0.0,0.0003,4490,-0.0020250588306225835,1834.675537109375,0.3,0.22910159826278687,3569.377893066406
11,1042,2,200.0,343.57142857142856,2816,-2.0311504721641542,0.00025259517,0.0,0.0003,4500,-0.0026520458050072193,777.708740234375,0.3,0.3431830406188965,1515.3893676757812
12,1041,2,200.0,381.3333333333333,3072,-2.0422144174575805,0.00033170357,0.0,0.0003,4510,-0.0013926537241786719,1138.64501953125,0.3,0.3101789951324463,2248.4181213378906
13,1040,3,200.0,411.25,3328,-2.0052386224269867,0.00038741576,0.0,0.0003,4520,-0.0027774457121267915,996.0468139648438,0.3,0.17834985256195068,2662.324334716797
14,1042,3,200.0,425.29411764705884,3584,-2.0442522883415224,0.0017657732,0.0,0.0003,4530,-0.005395101197063923,1178.6510009765625,0.3,0.21420103311538696,2545.234411621094
15,1040,3,200.0,373.6842105263158,3840,-2.008513814210892,0.003114237,0.006640625,0.0003,4540,-0.005599074764177203,624.82470703125,0.3,0.12464064359664917,1453.7796020507812
16,1042,3,200.0,376.0,4096,-2.1077329754829406,0.00048308796,0.0,0.0003,4550,-0.005237514479085803,476.9117126464844,0.3,-0.15522515773773193,1079.7392303466797
17,1041,4,200.0,364.2857142857143,4352,-2.0296091556549074,0.00020828843,0.0,0.0003,4560,-0.0006834996398538351,666.215087890625,0.3,0.2897864580154419,1816.9950378417968
18,1043,4,200.0,344.7826086956522,4608,-2.0065026342868806,0.0018429805,0.0,0.0003,4570,-0.004403460491448641,547.4505615234375,0.3,0.357269823551178,1162.714208984375
19,1044,4,200.0,336.6666666666667,4864,-2.1124436259269714,0.0018635285,0.0,0.0003,4580,-0.0030328201595693828,857.1743774414062,0.3,0.1286860704421997,1731.5923889160156
20,1046,4,200.0,341.2,5120,-2.0149279117584227,0.00022661733,0.0,0.0003,4590,-0.0012779669836163522,840.3300170898438,0.3,0.27524620294570923,1666.9077575683593
21,1048,5,200.0,352.6923076923077,5376,-1.9775679647922515,0.000103771454,0.0,0.0003,4600,-0.0012335762614384294,855.396240234375,0.3,0.26974403858184814,2046.3538757324218
22,1048,5,200.0,330.35714285714283,5632,-2.0560656547546388,0.0062326705,0.0109375,0.0003,4610,-0.011285269499057903,505.86151123046875,0.3,0.15287774801254272,1104.836376953125
23,1042,5,200.0,333.44827586206895,5888,-1.9883383870124818,0.0007827529,0.0,0.0003,4620,-0.0018649382516741752,722.2207641601562,0.3,0.08576834201812744,1343.9186767578126
24,1039,5,200.0,327.6666666666667,6144,-1.9964539468288423,0.00030455412,0.0,0.0003,4630,-0.0030111671541817485,773.5889892578125,0.3,0.24928146600723267,1618.3614868164063
25,1033,6,200.0,352.1875,6400,-2.0634833335876466,0.00043717911,0.0,0.0003,4640,-0.003472815500572324,682.095703125,0.3,0.3511747121810913,1853.912109375
26,1029,6,200.0,339.3939393939394,6656,-1.97237286567688,0.0011276999,0.000390625,0.0003,4650,-0.002983871498145163,1481.67919921875,0.3,0.23944365978240967,2592.65
27,1027,6,200.0,363.2352941176471,6912,-1.998368215560913,0.00075546606,0.0,0.0003,4660,-0.0031550456304103138,1074.7608642578125,0.3,-0.05005943775177002,1767.25205078125
28,1024,6,200.0,358.0,7168,-2.0156406104564666,0.0012797958,0.0,0.0003,4670,-0.004341506958007812,1064.436279296875,0.3,0.29591256380081177,2485.5979919433594
29,1023,7,200.0,330.5405405405405,7424,-2.138420617580414,0.007237713,0.0078125,0.0003,4680,-0.004900687001645565,588.9427490234375,0.3,-0.14378750324249268,1121.915576171875
30,1021,7,200.0,330.5263157894737,7680,-2.089930808544159,0.0008806081,0.0,0.0003,4690,-0.005060666939243674,405.6467590332031,0.3,0.02292567491531372,1445.125326538086
31,1021,7,200.0,344.1025641025641,7936,-1.9708538115024568,0.00063713617,0.0,0.0003,4700,-0.002453471603803337,1032.77685546875,0.3,0.2115829586982727,2180.8947326660154
32,1021,8,200.0,346.25,8192,-2.0156588673591616,8.8261906e-05,0.0,0.0003,4710,-0.0008552981074899435,1373.06396484375,0.3,0.25362861156463623,2675.5791625976562
33,1022,8,200.0,348.8095238095238,8448,-1.969682329893112,0.0004974408,0.0,0.0003,4720,-0.0031602097675204276,847.59228515625,0.3,0.2727166414260864,1636.866796875
34,1022,8,200.0,349.30232558139534,8704,-2.0486665964126587,0.002923966,0.0015625,0.0003,4730,-0.00676997157279402,964.3424682617188,0.3,0.20239651203155518,1744.791748046875
35,1023,8,200.0,357.04545454545456,8960,-2.0266035199165344,0.0014627732,0.001953125,0.0003,4740,-0.004670852283015847,1145.4285888671875,0.3,0.27750164270401,2139.3280334472656
36,1024,8,200.0,358.4782608695652,9216,-2.0546239852905273,0.0016295186,0.0,0.0003,4750,-0.004327963571995497,520.7860717773438,0.3,0.24647223949432373,1290.3264862060546
37,1023,9,200.0,349.1489361702128,9472,-2.0416465044021606,0.0012061743,0.0,0.0003,4760,-0.005696738953702152,1022.5364990234375,0.3,0.2651769518852234,1888.863214111328
38,1023,9,200.0,343.5416666666667,9728,-2.0316012382507322,0.0015872205,0.0,0.0003,4770,-0.0034727373393252494,173.50946044921875,0.3,0.31248271465301514,775.170263671875
39,1024,9,200.0,355.1020408163265,9984,-2.059820365905762,0.0054710484,0.00703125,0.0003,4780,-0.009904772602021694,1145.6634521484375,0.3,0.22391456365585327,2326.3748168945312
40,1024,9,200.0,343.52941176470586,10240,-2.075202965736389,0.0039174072,0.001171875,0.0003,4790,-0.006766185024753213,709.3010864257812,0.3,0.41011494398117065,1428.659146118164
1,1360,0,200.0,430.0,256,-2.0634150981903074,0.0025571173,0.003515625,0.0003,4800,-0.0053689926862716675,356.66119384765625,0.3,0.236200749874115,636.1012130737305
2,1177,0,200.0,310.0,512,-1.994019442796707,0.005632787,0.003515625,0.0003,4810,-0.006602454720996321,497.27008056640625,0.3,0.4736528992652893,1401.6515747070312
3,1108,0,200.0,353.3333333333333,768,-2.0245291531085967,0.009059962,0.007421875,0.0003,4820,-0.012961484317202121,398.56683349609375,0.3,0.581582248210907,756.6890411376953
4,1066,0,200.0,322.0,1024,-2.0095311522483827,0.0059149507,0.0,0.0003,4830,-0.005317430943250656,760.9035034179688,0.3,0.3698301315307617,1625.1451599121094
5,1064,1,200.0,375.0,1280,-2.0461270928382875,0.018589187,0.03203125,0.0003,4840,-0.013071553013287485,273.1396484375,0.3,0.4233347177505493,542.5605651855469
6,1059,1,200.0,311.42857142857144,1536,-1.945052045583725,0.008621757,0.0,0.0003,4850,-0.00963296788977459,761.6414184570312,0.3,0.34292101860046387,1722.8969604492188
7,1058,1,200.0,350.0,1792,-2.0194432020187376,0.015323808,0.009765625,0.0003,4860,-0.01091446946375072,203.48585510253906,0.3,0.5766234397888184,619.2420196533203
8,1051,1,200.0,367.0,2048,-1.9819137334823609,0.0051658526,0.003125,0.0003,4870,-0.004291747929528356,825.2078857421875,0.3,0.39089763164520264,1425.0910217285157
9,1050,2,200.0,369.09090909090907,2304,-1.9809733629226685,0.008486522,0.003125,0.0003,4880,-0.009715010412037373,458.3722839355469,0.3,0.4979267120361328,924.568228149414
10,1052,2,200.0,314.1666666666667,2560,-1.954093486070633,0.009816664,0.00390625,0.0003,4890,-0.013704330846667289,508.67083740234375,0.3,0.40858036279678345,1022.5111114501954
11,1052,2,200.0,329.2857142857143,2816,-1.873806232213974,0.0054231016,0.0,0.0003,4900,-0.004541290597990156,478.6236572265625,0.3,0.5419315099716187,932.1722717285156
12,1050,2,200.0,306.6666666666667,3072,-1.8646204590797424,0.002065911,0.00234375,0.0003,4910,-0.005738595977891237,384.8568420410156,0.3,0.4159936308860779,1229.429913330078
13,1048,3,200.0,316.875,3328,-1.9413386702537536,0.010225428,0.001953125,0.0003,4920,-0.006918164342641831,343.65924072265625,0.3,0.18391293287277222,728.0583953857422
14,1048,3,200.0,338.8235294117647,3584,-1.7819061756134034,0.007642151,0.005078125,0.0003,4930,-0.009130489639937877,688.1163330078125,0.3,0.4754948019981384,1827.952410888672
15,1050,3,200.0,371.57894736842104,3840,-1.990225476026535,0.009646554,0.00546875,0.0003,4940,-0.013430916890501975,327.0531311035156,0.3,0.5246353149414062,761.081201171875
16,1049,3,200.0,386.5,4096,-1.9475735962390899,0.005187313,0.00078125,0.0003,4950,-0.003225481603294611,1558.0927734375,0.3,0.25628334283828735,3099.95693359375
17,1049,4,200.0,395.23809523809524,4352,-2.012026160955429,0.016165147,0.017578125,0.0003,4960,-0.013830513786524534,799.9732666015625,0.3,0.49259454011917114,1541.9180847167968
18,1049,4,200.0,417.82608695652175,4608,-1.8322412550449372,0.0049341475,0.00703125,0.0003,4970,-0.008296940801665187,1345.7286376953125,0.3,0.4346020221710205,2605.3998046875
19,1048,4,200.0,410.0,4864,-1.8921595871448518,0.0045524705,0.005078125,0.0003,4980,-0.010156849515624344,629.6513671875,0.3,0.41298484802246094,1333.5942321777343
20,1048,4,200.0,408.8,5120,-1.949403214454651,0.0052489564,0.0,0.0003,4990,-0.007156800827942789,850.6006469726562,0.3,0.27187275886535645,1336.8646484375
21,1047,5,200.0,401.15384615384613,5376,-1.9517513632774353,0.0051820045,0.002734375,0.0003,5000,-0.005923381634056568,439.5574951171875,0.3,0.5796085000038147,834.7083023071289
22,1047,5,200.0,381.42857142857144,5632,-1.9267522931098937,0.005960839,0.002734375,0.0003,5010,-0.007234441116452217,515.8687133789062,0.3,0.22826719284057617,1274.6902618408203
23,1046,5,200.0,383.1034482758621,5888,-2.0157042384147643,0.02726735,0.047265625,0.0003,5020,-0.02097631336655468,265.6777038574219,0.3,0.5109949111938477,840.6719512939453
24,1046,5,200.0,390.0,6144,-1.798151433467865,0.0047782855,0.001953125,0.0003,5030,-0.0033639848697930574,654.7564086914062,0.3,0.500867486000061,1317.1854187011718
25,1047,6,200.0,402.1875,6400,-1.933008998632431,0.005233855,0.0015625,0.0003,5040,-0.007077385694719851,746.1092529296875,0.3,0.5836272835731506,1485.5776397705079
26,1048,6,200.0,399.6969696969697,6656,-1.881418526172638,0.0015159817,0.0,0.0003,5050,-0.004190365271642804,799.4259643554688,0.3,-0.012798428535461426,2311.494903564453
27,1047,6,200.0,407.6470588235294,6912,-1.8871247708797454,0.0032510066,0.004296875,0.0003,5060,-0.006930462853051722,1091.4580078125,0.3,0.24676001071929932,1976.6131896972656
28,1043,6,200.0,415.14285714285717,7168,-1.832979243993759,0.010166117,0.01015625,0.0003,5070,-0.012278423574753106,1195.3341064453125,0.3,0.33984512090682983,1961.4434448242187
29,1043,7,200.0,430.0,7424,-1.8776658296585083,0.004024908,0.0,0.0003,5080,-0.007086761598475278,459.0848693847656,0.3,0.5019384622573853,1111.7945220947265
30,1042,7,200.0,436.3157894736842,7680,-1.8213516652584076,0.010003321,0.01015625,0.0003,5090,-0.01629225122742355,778.2723388671875,0.3,0.5363835096359253,1242.4989074707032
31,1041,7,200.0,442.3076923076923,7936,-1.8476019382476807,0.0099324845,0.002734375,0.0003,5100,-0.010209295595996083,600.400390625,0.3,0.5249024629592896,1165.211489868164
32,1042,7,200.0,442.5,8192,-1.7712836682796478,0.013397256,0.009765625,0.0003,5110,-0.014166510105133057,636.4398193359375,0.3,0.49524903297424316,1357.386264038086
33,1043,8,200.0,442.3809523809524,8448,-1.760699325799942,0.0037748397,0.002734375,0.0003,5120,-0.006693981937132776,834.05615234375,0.3,-0.1457056999206543,2126.2129455566405
34,1042,8,200.0,453.25581395348837,8704,-1.6217429697513581,0.0059622247,0.0,0.0003,5130,-0.004911816655658185,1118.8037109375,0.3,0.1670662760734558,1996.7105041503905
35,1041,8,200.0,463.8636363636364,8960,-1.6154628336429595,0.0029889501,0.0015625,0.0003,5140,0.0010861816816031932,956.1398315429688,0.3,0.43435609340667725,2175.6373962402345
36,1040,8,200.0,468.4782608695652,9216,-1.8192864894866942,0.0067976722,0.00078125,0.0003,5150,-0.008647315949201585,495.2026672363281,0.3,0.5332416296005249,1104.6604919433594
37,1041,9,200.0,488.51063829787233,9472,-1.6652275681495667,0.0051602405,0.0,0.0003,5160,-0.007135822181589901,896.705810546875,0.3,0.31558090448379517,1954.1585388183594
38,1039,9,200.0,497.2916666666667,9728,-1.5888189256191254,0.02092683,0.040234375,0.0003,5170,-0.017500507133081555,1227.7991943359375,0.3,0.5415828227996826,2234.9392578125
39,1039,9,200.0,491.0204081632653,9984,-1.6664266347885133,0.01873712,0.02890625,0.0003,5180,-0.009661409445106984,533.5167236328125,0.3,0.5307322144508362,1026.814193725586
40,1038,9,200.0,507.6470588235294,10240,-1.5850306034088135,0.012457678,0.000390625,0.0003,5190,-0.00870083817280829,679.448486328125,0.3,0.5469900369644165,1355.6489807128905
1,1252,0,200.0,950.0,256,-1.5882999539375304,0.0072013396,0.0046875,0.0003,5200,-0.006679673725739121,571.1328735351562,0.3,0.5816585421562195,1374.3760131835938
2,1126,0,200.0,830.0,512,-2.0150227725505827,0.00028528343,0.0,0.0003,4810,-0.0016970052383840084,1553.8116455078125,0.3,0.3307834267616272,2787.868933105469
3,1089,0,200.0,936.6666666666666,768,-2.0648358345031737,0.0007702317,0.0,0.0003,4820,-0.0030975650995969774,1017.242431640625,0.3,0.3547995686531067,2349.4826477050783
4,1068,0,200.0,886.0,1024,-2.0666985154151916,0.004313979,0.009375,0.0003,4830,-0.010357454069890082,1846.4368896484375,0.3,0.22570276260375977,2890.72841796875
5,1056,1,200.0,930.0,1280,-2.0570954084396362,0.000652584,0.0,0.0003,4840,-0.0018243785947561265,1537.90185546875,0.3,0.23509567975997925,2622.4006225585936
6,1049,1,200.0,912.8571428571429,1536,-2.075891649723053,0.0003011704,0.0,0.0003,4850,-0.0025002257199957965,1690.8575439453125,0.3,0.2998586893081665,2975.4582641601564
7,1050,1,200.0,938.75,1792,-2.0086192190647125,0.0006734154,0.0,0.0003,4860,-0.003991176420822739,1429.9359130859375,0.3,0.23996275663375854,2751.8815063476563
8,1051,1,200.0,815.0,2048,-2.00532289147377,0.00060503534,0.0,0.0003,4870,-0.0027971346862614155,949.0540771484375,0.3,0.2411368489265442,2288.4172302246093
9,1050,2,200.0,825.4545454545455,2304,-2.134889543056488,0.00032595661,0.0,0.0003,4880,-0.001381286163814366,634.5718383789062,0.3,-0.14153635501861572,1553.6696350097657
10,1048,2,200.0,852.5,2560,-2.048599624633789,0.00058634416,0.0,0.0003,4890,-0.003004156798124313,1338.443603515625,0.3,0.2592580318450928,2549.185382080078
11,1047,2,200.0,840.0,2816,-2.028060019016266,0.00017924211,0.0,0.0003,4900,0.0001070996280759573,2185.263427734375,0.3,0.328244149684906,3503.3786499023436
12,1047,2,200.0,805.3333333333334,3072,-2.0387126564979554,0.0036284747,0.003515625,0.0003,4910,-0.009206410148181021,944.5216674804688,0.3,0.2347412109375,1599.532177734375
13,1043,3,200.0,810.0,3328,-2.0800598740577696,0.00088269496,0.0,0.0003,4920,-0.0027897801366634665,1055.609130859375,0.3,0.23986244201660156,2193.5138977050783
14,1044,3,200.0,777.0588235294117,3584,-2.0446154713630675,0.0033648948,0.000390625,0.0003,4930,-0.005829088622704148,728.0870971679688,0.3,0.21049952507019043,1716.786602783203
15,1041,3,200.0,791.578947368421,3840,-1.9287136614322662,0.0012517397,0.0,0.0003,4940,-0.003889591456390917,1155.87451171875,0.3,0.3296858072280884,2650.5613403320312
16,1043,3,200.0,809.5,4096,-2.094237518310547,0.00018891483,0.0,0.0003,4950,-0.001425725966691971,956.6016845703125,0.3,0.33472204208374023,2241.344519042969
17,1046,4,200.0,803.8095238095239,4352,-2.0526058673858643,0.00031899568,0.000390625,0.0003,4960,-0.0022780143190175295,1594.48583984375,0.3,0.3628125786781311,2997.4665649414064
18,1041,4,200.0,771.7391304347826,4608,-1.9678426384925842,0.000356175,0.0,0.0003,4970,-0.0022465829504653813,458.140869140625,0.3,0.0564122200012207,1210.299234008789
19,1040,4,200.0,779.1666666666666,4864,-2.0004089534282685,0.0002489544,0.0,0.0003,4980,-0.001313503598794341,1448.1025390625,0.3,0.26679331064224243,2709.8298950195312
20,1040,4,200.0,784.8,5120,-2.1108614206314087,0.0014266006,0.003125,0.0003,4990,-0.005843761609867215,1528.0780029296875,0.3,0.28402960300445557,2490.9517822265625
21,1040,5,200.0,781.1538461538462,5376,-2.0450950622558595,0.0003223829,0.0,0.0003,5000,-0.0017669481225311757,1152.0916748046875,0.3,0.2826441526412964,2502.2067260742188
22,1039,5,200.0,798.5714285714286,5632,-2.0634023785591125,0.001292425,0.0,0.0003,5010,-0.0048493807902559635,992.2223510742188,0.3,0.23691719770431519,2331.7263305664064
23,1039,5,200.0,793.7931034482758,5888,-2.03180593252182,0.0011677383,0.00078125,0.0003,5020,-0.003925169771537185,1463.8641357421875,0.3,0.2573830485343933,2455.965185546875
24,1039,5,200.0,803.0,6144,-1.8335030794143676,0.003234743,0.00078125,0.0003,5030,-0.007156544271856547,1590.0797119140625,0.3,0.1279088258743286,2855.951208496094
25,1038,6,200.0,810.3125,6400,-1.9565840065479279,0.0012938518,0.001171875,0.0003,5040,-0.0016772469040006398,1671.8865966796875,0.3,0.2251414656639099,3512.9573486328127
26,1038,6,200.0,814.5454545454545,6656,-1.9939187288284301,0.0016974632,0.0,0.0003,5050,-0.005173843819648027,937.0364379882812,0.3,0.24521899223327637,2124.3180541992188
27,1038,6,200.0,803.5294117647059,6912,-1.9936013519763947,0.0012541043,0.0,0.0003,5060,-0.001682845433242619,1022.4937133789062,0.3,0.350704550743103,1786.0238037109375
28,1038,6,200.0,800.2857142857143,7168,-1.9718180119991302,0.0021513016,0.0,0.0003,5070,-0.006676434259861708,915.430908203125,0.3,0.27012354135513306,1973.7219970703125
29,1036,7,200.0,825.9459459459459,7424,-1.8958209335803986,0.0014072936,0.001953125,0.0003,5080,-0.0031799978110939263,1446.7115478515625,0.3,0.2965540885925293,2853.2963623046876
30,1031,7,200.0,832.3684210526316,7680,-1.8874634444713592,0.00015397975,0.0,0.0003,5090,-0.0011462544556707145,1445.394287109375,0.3,0.30727487802505493,2852.95947265625
31,1029,7,200.0,813.8461538461538,7936,-1.8994695246219635,0.0025783228,0.004296875,0.0003,5100,-0.00523077689576894,1268.859130859375,0.3,0.14501303434371948,2864.299108886719
32,1027,7,200.0,816.5,8192,-2.1100786566734313,0.0036653806,0.015234375,0.0003,5110,-0.009678114624693989,971.1178588867188,0.3,-0.0027811527252197266,2332.083392333984
