time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_range,train/explained_variance,train/value_loss
8,1056,1,200.0,2932.0,2048,-0.33680268079042436,0.033399202,0.088671875,0.0003,14870,-0.008035878441296518,290.92938232421875,0.3,0.7903605699539185,761.4827163696289
9,1045,2,200.0,2920.0,2304,-0.3527804210782051,0.0066639567,0.021875,0.0003,14880,-0.007419506693258882,938.2319946289062,0.3,0.5695841908454895,2268.821179199219
10,1040,2,200.0,2932.5,2560,-0.3356731042265892,0.02402815,0.05234375,0.0003,14890,-0.015590428072027863,204.8390350341797,0.3,0.8229387998580933,593.4921936035156
11,1036,2,200.0,2936.4285714285716,2816,-0.3298312067985535,0.019242225,0.021484375,0.0003,14900,-0.005726346978917718,75.99906158447266,0.3,0.9139859676361084,276.0452255249023
12,1032,2,200.0,2932.0,3072,-0.3032457187771797,0.024720792,0.054296875,0.0003,14910,-0.008632786571979523,344.0887756347656,0.3,0.8133219480514526,651.1571807861328
13,1028,3,200.0,2926.875,3328,-0.3503635510802269,0.016397193,0.046484375,0.0003,14920,-0.006891762837767601,289.1785583496094,0.3,0.7862403988838196,724.5563034057617
14,1025,3,200.0,2935.294117647059,3584,-0.3897290453314781,0.006463174,0.019921875,0.0003,14930,-0.007341022230684757,256.9811096191406,0.3,0.8677757382392883,453.07052154541014
15,1024,3,200.0,2938.9473684210525,3840,-0.35349071621894834,0.030763056,0.062109375,0.0003,14940,-0.015112527040764689,91.7801742553711,0.3,0.9355763792991638,197.72269287109376
16,1023,4,200.0,2935.5,4096,-0.34403263628482816,0.035652056,0.051953125,0.0003,14950,-0.0035062240436673164,512.0184936523438,0.3,0.7997344136238098,714.5866485595703
17,1024,4,200.0,2941.904761904762,4352,-0.3642761453986168,0.044824228,0.096875,0.0003,14960,-0.017761097010225057,366.6491394042969,0.3,0.8292742967605591,576.6825927734375
18,1025,4,200.0,2932.608695652174,4608,-0.33848358541727064,0.015680496,0.0265625,0.0003,14970,-0.006534777279011905,43.57028579711914,0.3,0.9395079016685486,189.48649559020996
19,1027,4,200.0,2930.0,4864,-0.3787095367908478,0.005746436,0.018359375,0.0003,14980,-0.0030873557552695274,621.4743041992188,0.3,0.592299222946167,1653.956396484375
20,1029,4,200.0,2935.6,5120,-0.3594685569405556,0.010706602,0.040625,0.0003,14990,-0.004596211039461196,285.7941589355469,0.3,0.7477898597717285,876.3262481689453
21,1028,5,200.0,2922.6923076923076,5376,-0.38232876658439635,0.009768425,0.030859375,0.0003,15000,-0.011322363931685685,137.53475952148438,0.3,0.8109475374221802,656.4984359741211
22,1030,5,200.0,2923.5714285714284,5632,-0.36536060869693754,0.04360933,0.089453125,0.0003,15010,-0.014686471316963434,406.14593505859375,0.3,0.7506445646286011,948.7184997558594
23,1031,5,200.0,2928.6206896551726,5888,-0.3572201281785965,0.0105687585,0.026171875,0.0003,15020,-0.006420973152853548,259.67724609375,0.3,0.8788074254989624,416.07307891845704
24,1033,5,200.0,2933.3333333333335,6144,-0.35938020050525665,0.039349657,0.052734375,0.0003,15030,-0.0158317283494398,78.89768981933594,0.3,0.9323561191558838,191.01578216552736
25,1034,6,200.0,2928.75,6400,-0.30703362375497817,0.069300726,0.075,0.0003,15040,-0.014034842344699427,158.67201232910156,0.3,0.9211595058441162,246.28906135559083
26,1035,6,200.0,2933.030303030303,6656,-0.3135952576994896,0.029275162,0.050390625,0.0003,15050,-0.008313177898526192,721.0377197265625,0.3,0.6970559358596802,1193.0721557617187
27,1036,6,200.0,2937.0588235294117,6912,-0.2782678917050362,0.02303696,0.06640625,0.0003,15060,-0.011208659131079912,166.8516845703125,0.3,0.8854223489761353,373.18602447509767
28,1035,6,200.0,2934.5714285714284,7168,-0.3014309644699097,0.022282057,0.088671875,0.0003,15070,-0.009517546882852912,148.076904296875,0.3,0.9234241843223572,244.88646812438964
29,1035,7,200.0,2936.4864864864867,7424,-0.26946392133831976,0.0028226427,0.011328125,0.0003,15080,-0.0025848700199276207,256.28668212890625,0.3,0.8801035284996033,412.84145202636716
30,1032,7,200.0,2934.7368421052633,7680,-0.2702087126672268,0.023544965,0.042578125,0.0003,15090,-0.005190034629777074,282.69293212890625,0.3,0.7035323977470398,1097.5569885253906
31,1032,7,200.0,2932.5641025641025,7936,-0.2804905652999878,0.026596326,0.06015625,0.0003,15100,-0.010157882003113627,200.0706329345703,0.3,0.760761022567749,847.0016380310059
32,1031,7,200.0,2936.0,8192,-0.2907490015029907,0.018139835,0.025,0.0003,15110,-0.004353592032566666,159.12680053710938,0.3,0.8560183048248291,494.7117431640625
33,1031,8,200.0,2942.3809523809523,8448,-0.3534587562084198,0.028433552,0.10625,0.0003,15120,-0.010390422493219375,56.939395904541016,0.3,0.9397969245910645,197.43885803222656
34,1031,8,200.0,2940.232558139535,8704,-0.3648445338010788,0.027117671,0.070703125,0.0003,15130,-0.0070111591252498325,192.52914428710938,0.3,0.8918001651763916,356.99691009521484
35,1029,8,200.0,2943.181818181818,8960,-0.3613155335187912,0.024019282,0.077734375,0.0003,15140,-0.008661483274772763,364.0940246582031,0.3,0.8719094395637512,458.164372253418
36,1028,8,200.0,2940.0,9216,-0.3707661509513855,0.014930882,0.036328125,0.0003,15150,-0.00878209255170077,79.3415298461914,0.3,0.9464775323867798,162.66538009643554
37,1028,9,200.0,2938.5106382978724,9472,-0.40487166345119474,0.0049230857,0.02109375,0.0003,15160,-0.003273507847916335,899.2054443359375,0.3,0.5918269157409668,1520.2262786865235
38,1027,9,200.0,2941.25,9728,-0.3863296419382095,0.0043879957,0.008984375,0.0003,15170,-0.006188769056461751,423.6506652832031,0.3,0.7732058763504028,819.7110931396485
39,1026,9,200.0,2939.795918367347,9984,-0.3756367340683937,0.008048497,0.01953125,0.0003,15180,-0.006879068282432854,93.89788818359375,0.3,0.9365089535713196,186.5986541748047
40,1026,9,200.0,2944.901960784314,10240,-0.4104154586791992,0.03785385,0.062109375,0.0003,15190,-0.008709573023952543,562.3118286132812,0.3,0.7445745468139648,889.662937927246
1,1324,0,200.0,3070.0,256,-0.37913767993450165,0.019957177,0.089453125,0.0003,15200,-0.0064367002341896296,226.32276916503906,0.3,0.8819571137428284,384.6348747253418
2,1173,0,200.0,3070.0,512,-1.3855690002441405,0.029125266,0.05,0.0003,14810,-0.01611254105810076,102.13096618652344,0.3,0.9318481683731079,205.64867782592773
3,1122,0,200.0,3070.0,768,-1.400287961959839,0.025866944,0.093359375,0.0003,14820,-0.008191047608852387,69.64189147949219,0.3,0.9467659592628479,165.91187782287597
4,1089,0,200.0,3070.0,1024,-1.4540403485298157,0.047084853,0.13125,0.0003,14830,-0.013715017354115844,125.61188507080078,0.3,0.9388076066970825,188.54373626708986
5,1069,1,200.0,3070.0,1280,-1.4658413350582122,0.005892804,0.001171875,0.0003,14840,-0.003806204884313047,148.93887329101562,0.3,0.8952794075012207,340.49816131591797
6,1059,1,200.0,3070.0,1536,-1.4628976821899413,0.028540473,0.069140625,0.0003,14850,-0.015084337466396392,87.86595153808594,0.3,0.9259739518165588,234.91372375488282
7,1057,1,200.0,3070.0,1792,-1.424631506204605,0.0075205457,0.009765625,0.0003,14860,-0.0023960722610354424,58.6425666809082,0.3,0.9406383633613586,173.3512363433838
8,1057,1,200.0,3050.0,2048,-1.451570862531662,0.016921869,0.02578125,0.0003,14870,-0.010054965130984783,83.97225952148438,0.3,0.944413423538208,173.61011753082275
9,1057,2,200.0,3033.6363636363635,2304,-1.4562906861305236,0.01616463,0.032421875,0.0003,14880,-0.013091648102272303,516.3216552734375,0.3,0.7258437275886536,905.077767944336
10,1058,2,200.0,3036.6666666666665,2560,-1.4957927644252778,0.025631513,0.05078125,0.0003,14890,-0.010142778418958187,359.0063781738281,0.3,0.800321102142334,669.2972496032714
11,1059,2,200.0,3007.8571428571427,2816,-1.5160416781902313,0.033882555,0.106640625,0.0003,14900,-0.01897983141243458,54.86089324951172,0.3,0.9416446685791016,168.6040859222412
12,1055,2,200.0,3012.0,3072,-1.48775514960289,0.005700846,0.00078125,0.0003,14910,-0.0007627645973116159,851.7440795898438,0.3,0.6403743028640747,1523.8763214111327
13,1050,3,200.0,3003.125,3328,-1.5288553178310393,0.0047157044,0.0,0.0003,14920,-0.005153566971421242,74.81905364990234,0.3,0.9151686429977417,281.87771644592283
14,1045,3,200.0,2981.176470588235,3584,-1.4439992666244508,0.007640077,0.010546875,0.0003,14930,-0.004655626742169261,363.5705871582031,0.3,0.8308213353157043,647.9703430175781
15,1043,3,200.0,2990.5263157894738,3840,-1.515077030658722,0.031234793,0.072265625,0.0003,14940,-0.012509932881221176,253.16688537597656,0.3,0.8608816862106323,476.6253944396973
16,1041,3,200.0,2994.5,4096,-1.485213726758957,0.010541322,0.021875,0.0003,14950,-0.004689772892743349,134.8024444580078,0.3,0.9066927433013916,279.04188003540037
17,1040,4,200.0,2986.6666666666665,4352,-1.4871715962886811,0.011564102,0.0296875,0.0003,14960,-0.009322925377637148,53.41047286987305,0.3,0.9336342811584473,204.36138458251952
18,1037,4,200.0,2993.913043478261,4608,-1.4341287672519685,0.018295962,0.06171875,0.0003,14970,-0.007750839903019368,116.20228576660156,0.3,0.9150124192237854,280.5975254058838
19,1035,4,200.0,2997.0833333333335,4864,-1.4627868413925171,0.052189156,0.105078125,0.0003,14980,-0.01957775398623198,208.05381774902344,0.3,0.8922778367996216,332.5042037963867
20,1034,4,200.0,3000.0,5120,-1.4434561908245087,0.007060988,0.00703125,0.0003,14990,-0.0013154706452041865,140.15057373046875,0.3,0.9346017241477966,202.52334060668946
21,1034,5,200.0,3002.6923076923076,5376,-1.459217554330826,0.038698506,0.137109375,0.0003,15000,-0.009959469293244183,27.186107635498047,0.3,0.9617797136306763,110.40268268585206
22,1034,5,200.0,3000.3571428571427,5632,-1.4273141860961913,0.028079316,0.183984375,0.0003,15010,-0.010957201570272445,85.96475219726562,0.3,0.9383425712585449,186.3530101776123
23,1032,5,200.0,3002.7586206896553,5888,-1.3990330934524535,0.00868322,0.01484375,0.0003,15020,-0.003043942991644144,764.3118286132812,0.3,0.7143920660018921,1050.8638977050782
24,1033,5,200.0,3005.0,6144,-1.4066363155841828,0.016032577,0.020703125,0.0003,15030,-0.00421835551969707,67.52467346191406,0.3,0.9453756213188171,169.61790466308594
25,1033,6,200.0,3009.0625,6400,-1.4115020334720612,0.019642327,0.0921875,0.0003,15040,-0.011340156267397105,60.49100112915039,0.3,0.9392135143280029,182.81950721740722
26,1034,6,200.0,3010.909090909091,6656,-1.387650591135025,0.021159284,0.0328125,0.0003,15050,-0.015206605393905193,113.95513153076172,0.3,0.9366393685340881,192.24550399780273
27,1033,6,200.0,3012.6470588235293,6912,-1.2980115830898284,0.02036727,0.049609375,0.0003,15060,-0.0064537010854110125,105.70787048339844,0.3,0.9446913599967957,170.53389091491698
28,1032,6,200.0,3014.285714285714,7168,-1.289579701423645,0.03186204,0.0609375,0.0003,15070,-0.012665795371867716,34.708614349365234,0.3,0.9552798271179199,128.28407688140868
29,1033,7,200.0,3011.3513513513512,7424,-1.296593153476715,0.014341719,0.0171875,0.0003,15080,-0.005558477807790041,116.2998046875,0.3,0.9255234003067017,238.4042854309082
30,1033,7,200.0,3012.8947368421054,7680,-1.3344857037067412,0.018150115,0.030859375,0.0003,15090,-0.008481953153386712,296.0599060058594,0.3,0.8364760875701904,550.7869033813477
31,1034,7,200.0,3014.358974358974,7936,-1.312939202785492,0.019486945,0.048046875,0.0003,15100,-0.006205804157070815,43.15351104736328,0.3,0.9523500800132751,147.27236099243163
32,1034,7,200.0,3015.75,8192,-1.2507971584796906,0.0143886795,0.021875,0.0003,15110,-0.008808751218020916,96.84142303466797,0.3,0.9474740028381348,166.63485374450684
33,1034,8,200.0,3018.3333333333335,8448,-1.2754351496696472,0.033604395,0.0859375,0.0003,15120,-0.010952299507334829,60.58682632446289,0.3,0.9561862945556641,132.96532745361327
34,1034,8,200.0,3019.5348837209303,8704,-1.2836029648780822,0.012928713,0.022265625,0.0003,15130,-0.0076819362584501505,155.51719665527344,0.3,0.9025040864944458,325.1103126525879
35,1035,8,200.0,3016.1363636363635,8960,-1.2307540655136109,0.007889465,0.007421875,0.0003,15140,-0.003410689695738256,101.85326385498047,0.3,0.9445017576217651,179.5343158721924
36,1035,8,200.0,3018.478260869565,9216,-1.3094931304454804,0.011423679,0.014453125,0.0003,15150,-0.011143591674044728,219.6382293701172,0.3,0.7508057355880737,890.5054641723633
37,1032,9,200.0,3019.574468085106,9472,-1.3504700720310212,0.019244755,0.0359375,0.0003,15160,-0.009050933795515448,150.0128173828125,0.3,0.9049597382545471,301.4886199951172
38,1032,9,200.0,3016.4583333333335,9728,-1.3612934827804566,0.03569212,0.135546875,0.0003,15170,-0.010398017754778267,48.07261657714844,0.3,0.9337272047996521,215.3698932647705
39,1031,9,200.0,3012.6530612244896,9984,-1.326820468902588,0.018419392,0.04765625,0.0003,15180,-0.006336420960724354,376.32562255859375,0.3,0.7766579389572144,757.1093200683594
40,1030,9,200.0,3006.274509803922,10240,-1.3054506957530976,0.0015387929,0.0,0.0003,15190,-0.003843068494461477,279.8648986816406,0.3,0.7401682734489441,757.1548126220703
1,1409,0,200.0,3070.0,256,-1.3519773602485656,0.013657447,0.010546875,0.0003,15200,-0.007114410609938204,224.900634765625,0.3,0.8413652181625366,516.6046325683594
2,1159,0,200.0,3070.0,512,-0.3951968982815742,0.013699569,0.043359375,0.0003,15210,-0.00247415421763435,252.84112548828125,0.3,0.8943965435028076,345.1409004211426
3,1084,0,200.0,3070.0,768,-0.4239604189991951,0.025348105,0.108203125,0.0003,15220,-0.009988535684533418,83.93682098388672,0.3,0.9385509490966797,194.04726905822753
4,1063,0,200.0,3030.0,1024,-0.42249131500720977,0.0076298974,0.03671875,0.0003,15230,0.0017279678490012885,63.94171142578125,0.3,0.9110844135284424,276.72635383605956
5,1060,1,200.0,3036.6666666666665,1280,-0.40953194051980973,0.016383506,0.043359375,0.0003,15240,-0.009777228976599873,326.6311340332031,0.3,0.7131881713867188,1089.0611114501953
6,1052,1,200.0,3041.4285714285716,1536,-0.4188638225197792,0.071944095,0.057421875,0.0003,15250,-0.006252144859172404,181.12904357910156,0.3,0.9175328016281128,270.1077484130859
7,1049,1,200.0,3045.0,1792,-0.41900639683008195,0.016080504,0.07578125,0.0003,15260,-0.010800876771099865,213.17306518554688,0.3,0.907183051109314,309.4695617675781
8,1045,1,200.0,3030.0,2048,-0.4108510762453079,0.019641977,0.063671875,0.0003,15270,-0.0172440979629755,53.22203826904297,0.3,0.9407867789268494,181.27103691101075
9,1047,2,200.0,3015.4545454545455,2304,-0.38318675458431245,0.014437357,0.046875,0.0003,15280,-0.007303569559007883,411.02642822265625,0.3,0.7264376878738403,931.3353271484375
10,1044,2,200.0,3003.3333333333335,2560,-0.37652815580368043,0.030158278,0.059375,0.0003,15290,-0.007199147576466202,203.12620544433594,0.3,0.7580340504646301,854.5404678344727
11,1042,2,200.0,2958.5714285714284,2816,-0.4042928010225296,0.008856617,0.028515625,0.0003,15300,-0.007002142816781997,423.51715087890625,0.3,0.7598177194595337,822.183480834961
12,1043,2,200.0,2966.0,3072,-0.42795989364385606,0.026212756,0.049609375,0.0003,15310,-0.018893392314203082,724.0200805664062,0.3,0.6431046724319458,1724.8453430175782
13,1036,3,200.0,2972.5,3328,-0.39515483379364014,0.0053222566,0.00546875,0.0003,15320,-0.00324913653312251,90.18241119384766,0.3,0.9341005682945251,214.2934711456299
14,1037,3,200.0,2978.235294117647,3584,-0.3961963728070259,0.03571214,0.079296875,0.0003,15330,-0.018142783339135347,132.22799682617188,0.3,0.9207727909088135,239.70621452331542
15,1038,3,200.0,2987.8947368421054,3840,-0.34959923923015596,0.020562373,0.048046875,0.0003,15340,-0.007283368683420122,79.2015151977539,0.3,0.9463030695915222,168.28096084594728
16,1036,3,200.0,2992.0,4096,-0.3541560634970665,0.046242457,0.083203125,0.0003,15350,-0.006821213406510651,253.1205291748047,0.3,0.8748869895935059,411.2015411376953
17,1037,4,200.0,2995.714285714286,4352,-0.37853282392024995,0.02917216,0.0765625,0.0003,15360,-0.0076930871931836006,105.97518157958984,0.3,0.9381943941116333,202.24497718811034
18,1037,4,200.0,3002.1739130434785,4608,-0.3410410821437836,0.06475976,0.07890625,0.0003,15370,-0.008117513242177665,174.15943908691406,0.3,0.9315334558486938,218.15974159240722
19,1036,4,200.0,3005.0,4864,-0.3315624088048935,0.020913154,0.06953125,0.0003,15380,-0.006712992885150015,207.45858764648438,0.3,0.8619313836097717,482.4373321533203
20,1034,4,200.0,2999.6,5120,-0.3403303027153015,0.010550218,0.034765625,0.0003,15390,-0.005000267177820206,81.35360717773438,0.3,0.9396592378616333,190.41540641784667
21,1030,5,200.0,2993.076923076923,5376,-0.2956077069044113,0.010926851,0.0765625,0.0003,15400,-0.006750644976273179,293.3089904785156,0.3,0.785228967666626,761.4713005065918
22,1030,5,200.0,2998.5714285714284,5632,-0.3834706723690033,0.021649377,0.056640625,0.0003,15410,-0.007116927998140454,184.32135009765625,0.3,0.8837162256240845,402.4813720703125
23,1031,5,200.0,3001.0344827586205,5888,-0.3338359668850899,0.024676628,0.06875,0.0003,15420,-0.007094932731706649,77.85731506347656,0.3,0.8978371620178223,314.5217658996582
24,1030,5,200.0,3003.3333333333335,6144,-0.3355480290949345,0.031818043,0.078125,0.0003,15430,-0.009913459373638033,156.16163635253906,0.3,0.9210268259048462,245.58410110473633
25,1028,6,200.0,2991.5625,6400,-0.35987197756767275,0.016524263,0.04453125,0.0003,15440,-0.004662664758507162,115.46292877197266,0.3,0.9299920201301575,210.45587463378905
26,1027,6,200.0,2993.939393939394,6656,-0.3673479899764061,0.00070182304,0.000390625,0.0003,15450,0.0008017029147595167,297.06201171875,0.3,0.6957473158836365,1086.6735137939454
27,1026,6,200.0,2988.235294117647,6912,-0.3644167944788933,0.010907753,0.006640625,0.0003,15460,-0.0020429395837709306,141.96519470214844,0.3,0.8672968149185181,389.37464752197263
28,1025,6,200.0,2990.5714285714284,7168,-0.34937792718410493,0.019644648,0.088671875,0.0003,15470,-0.010368763096630573,266.80548095703125,0.3,0.7880169153213501,801.6488952636719
29,1025,7,200.0,2989.4594594594596,7424,-0.3052585110068321,0.017776903,0.07421875,0.0003,15480,-0.013576889794785529,131.9819793701172,0.3,0.9290367364883423,213.58604698181153
30,1025,7,200.0,2991.5789473684213,7680,-0.31462463438510896,0.026182309,0.036328125,0.0003,15490,-0.0026887838961556555,427.5570373535156,0.3,0.7162142992019653,996.1113128662109
31,1025,7,200.0,2988.4615384615386,7936,-0.33242472261190414,0.008081649,0.0265625,0.0003,15500,-0.002235834556631744,128.69798278808594,0.3,0.9085279703140259,283.6111549377441
32,1025,7,200.0,2990.5,8192,-0.3375266522169113,0.040610448,0.071484375,0.0003,15510,-0.008085534721612931,436.5901184082031,0.3,0.7765798568725586,820.342251586914
33,1025,8,200.0,2975.4761904761904,8448,-0.3556308075785637,0.0068776105,0.027734375,0.0003,15520,-0.009002119954675435,563.9423217773438,0.3,0.703339159488678,1269.292251586914
34,1026,8,200.0,2977.6744186046512,8704,-0.3320317730307579,0.009344293,0.032421875,0.0003,15530,-0.006041790451854467,461.8744812011719,0.3,0.7534773349761963,1012.5588470458985
35,1027,8,200.0,2979.7727272727275,8960,-0.3566045880317688,0.0047041895,0.008203125,0.0003,15540,-0.000688250595703721,84.04424285888672,0.3,0.9162331223487854,255.13768424987794
36,1028,8,200.0,2983.695652173913,9216,-0.3158829383552074,0.05077514,0.06640625,0.0003,15550,-0.0073480471968650814,69.42021179199219,0.3,0.9373659491539001,200.54826278686522
37,1028,9,200.0,2985.531914893617,9472,-0.30260387510061265,0.018217932,0.066796875,0.0003,15560,-0.004097154410555959,171.87168884277344,0.3,0.8719363212585449,425.55290069580076
38,1029,9,200.0,2987.2916666666665,9728,-0.33218950480222703,0.00631558,0.039453125,0.0003,15570,-0.002124393149279058,98.43223571777344,0.3,0.9395639896392822,190.6545711517334
39,1030,9,200.0,2978.3673469387754,9984,-0.3176383823156357,0.011726385,0.0375,0.0003,15580,-0.008750604139640928,447.5270080566406,0.3,0.7440756559371948,1045.2302810668946
40,1030,9,200.0,2972.7450980392155,10240,-0.32381285130977633,0.0030081628,0.025390625,0.0003,15590,-0.0012350051547400653,200.62417602539062,0.3,0.884415328502655,402.27238006591796
1,1337,0,200.0,2800.0,256,-0.3268105752766132,0.022772351,0.05625,0.0003,15600,-0.009588622488081455,943.734130859375,0.3,0.6174130439758301,1642.5800048828125
2,1178,0,200.0,2935.0,512,-1.366933399438858,0.006955999,0.000390625,0.0003,15210,-0.00627774833701551,375.9166564941406,0.3,0.7774702906608582,810.1883605957031
3,1098,0,200.0,2980.0,768,-1.3885439217090607,0.011684891,0.00625,0.0003,15220,-0.004823277005925775,117.66558074951172,0.3,0.9215655326843262,233.90548210144044
4,1054,0,200.0,3016.0,1024,-1.3290635108947755,0.017149854,0.009375,0.0003,15230,-0.006432821275666356,80.97969818115234,0.3,0.9516230821609497,149.5029664993286
5,1039,1,200.0,3025.0,1280,-1.269772756099701,0.0038756344,0.0,0.0003,15240,-0.0015311612514778972,77.91670227050781,0.3,0.9037723541259766,280.12866973876953
6,1037,1,200.0,3031.4285714285716,1536,-1.2632011890411377,0.019828677,0.028515625,0.0003,15250,-0.010271140513941646,48.159244537353516,0.3,0.955190896987915,132.70500564575195
7,1027,1,200.0,3036.25,1792,-1.1423926949501038,0.018993698,0.058203125,0.0003,15260,-0.004310829611495137,74.23493194580078,0.3,0.945047914981842,169.0766170501709
8,1023,2,200.0,3019.0,2048,-1.1976234376430512,0.01660626,0.066796875,0.0003,15270,-0.008222109987400472,182.99864196777344,0.3,0.864488422870636,488.5365051269531
9,1021,2,200.0,3005.4545454545455,2304,-1.1604222178459167,0.0012728015,0.00078125,0.0003,15280,-0.002817327075172216,210.2242889404297,0.3,0.8655597567558289,407.40158996582034
10,1018,2,200.0,3010.8333333333335,2560,-1.2135964572429656,0.021806467,0.044140625,0.0003,15290,-0.006022261176258326,174.21971130371094,0.3,0.7550904154777527,880.5270050048828
11,1014,2,200.0,2985.714285714286,2816,-1.2225016355514526,0.0053978004,0.00078125,0.0003,15300,-0.0031963055953383446,176.3711700439453,0.3,0.9211171269416809,243.33470611572267
12,1013,3,200.0,2991.3333333333335,3072,-1.2038373470306396,0.008479612,0.0015625,0.0003,15310,-0.001188026135787368,519.7619018554688,0.3,0.6819009780883789,1293.903970336914
13,1011,3,200.0,2979.375,3328,-1.2160446047782898,0.0057736505,0.00078125,0.0003,15320,-0.0027543129632249474,61.63705825805664,0.3,0.9487149715423584,199.2595272064209
14,1009,3,200.0,2984.705882352941,3584,-1.196442085504532,0.0063412134,0.003125,0.0003,15330,-0.004671267187222839,530.0145263671875,0.3,0.809106707572937,707.7711761474609
15,1011,3,200.0,2993.684210526316,3840,-1.1602548718452455,0.020649904,0.04375,0.0003,15340,-0.009687265008687973,64.35323333740234,0.3,0.9338898658752441,209.0981590270996
16,1013,4,200.0,2997.5,4096,-1.197162038087845,0.039129175,0.130859375,0.0003,15350,-0.01088922902708873,133.7511444091797,0.3,0.8971240520477295,335.39452743530273
17,1015,4,200.0,2988.095238095238,4352,-1.180085450410843,0.026251936,0.103125,0.0003,15360,-0.020216727070510386,142.67724609375,0.3,0.9232329726219177,252.1540111541748
18,1017,4,200.0,2995.217391304348,4608,-1.1583030760288238,0.007839585,0.000390625,0.0003,15370,-0.007175583764910698,301.578369140625,0.3,0.8010368943214417,734.3651550292968
19,1016,4,200.0,2998.3333333333335,4864,-1.1252992033958436,0.008905832,0.01015625,0.0003,15380,-0.0058149776014033705,151.15077209472656,0.3,0.8501937389373779,426.6825401306152
20,1017,5,200.0,2993.2,5120,-1.1540122628211975,0.043637577,0.049609375,0.0003,15390,-0.0038594785961322486,143.03424072265625,0.3,0.9144328236579895,265.4356414794922
21,1018,5,200.0,2996.153846153846,5376,-1.0792907625436783,0.014415222,0.03671875,0.0003,15400,-0.003944535227492452,650.2110595703125,0.3,0.7388327121734619,923.6430847167969
22,1020,5,200.0,3001.4285714285716,5632,-1.0825613200664521,0.034123763,0.055859375,0.0003,15410,-0.0043225607776548715,28.468339920043945,0.3,0.9525193572044373,157.78250999450682
23,1021,5,200.0,3003.793103448276,5888,-1.0272647053003312,0.007870631,0.108203125,0.0003,15420,-0.004108618781901896,241.73394775390625,0.3,0.8726599812507629,451.2733627319336
24,1019,6,200.0,3006.0,6144,-1.10353924036026,0.014355646,0.030859375,0.0003,15430,-0.00447511428501457,118.33500671386719,0.3,0.9290342926979065,224.7563446044922
25,1017,6,200.0,3010.0,6400,-1.1745391488075256,0.04217948,0.152734375,0.0003,15440,-0.017698440083768217,38.11032485961914,0.3,0.9636931419372559,104.07390727996827
26,1019,6,200.0,3005.757575757576,6656,-1.2593813121318818,0.025046282,0.06328125,0.0003,15450,-0.008220572909340262,160.11097717285156,0.3,0.921497642993927,254.21683006286622
27,1018,6,200.0,3001.176470588235,6912,-1.4119364738464355,0.029605696,0.1140625,0.0003,15460,-0.014210963109508156,573.6557006835938,0.3,0.7111071348190308,979.5164169311523
28,1019,7,200.0,2996.8571428571427,7168,-1.4255391478538513,0.007687861,0.005859375,0.0003,15470,-0.004761773033533245,125.67921447753906,0.3,0.8739770650863647,383.9119674682617
29,1015,7,200.0,2994.864864864865,7424,-1.5373542547225951,0.010162108,0.0109375,0.0003,15480,-0.012626331974752247,343.1634216308594,0.3,0.8660372495651245,452.13701553344725
30,1012,7,200.0,2991.5789473684213,7680,-1.5225171744823456,0.041644815,0.100390625,0.0003,15490,-0.00857315598987043,189.95030212402344,0.3,0.8515426516532898,502.3859069824219
31,1012,7,200.0,2993.5897435897436,7936,-1.5281130015850066,0.054378286,0.165234375,0.0003,15500,-0.018120896257460117,387.939208984375,0.3,0.767914891242981,810.3871337890625
32,1011,8,200.0,2990.0,8192,-1.5635498881340026,0.024231188,0.039453125,0.0003,15510,-0.00708458162844181,54.296226501464844,0.3,0.9076584577560425,306.2449821472168
33,1011,8,200.0,2989.0476190476193,8448,-1.5359069049358367,0.032128893,0.06171875,0.0003,15520,-0.018575396900996567,169.5513153076172,0.3,0.9099022150039673,298.77462539672854
34,1012,8,200.0,2985.3488372093025,8704,-1.4270930409431457,0.006107597,0.004296875,0.0003,15530,-0.004189129360020161,486.01171875,0.3,0.7153456807136536,1023.652571105957
35,1009,8,200.0,2987.2727272727275,8960,-1.4318950653076172,0.0038509602,0.00078125,0.0003,15540,-0.008385659428313375,306.784423828125,0.3,0.7686955332756042,622.1396438598633
36,1010,9,200.0,2990.8695652173915,9216,-1.4283563137054442,0.022731751,0.04609375,0.0003,15550,-0.008219920843839646,92.10099029541016,0.3,0.9469155073165894,163.57494773864747
37,1011,9,200.0,2987.021276595745,9472,-1.37380348443985,0.004782793,0.001171875,0.0003,15560,-0.001865330571308732,143.36456298828125,0.3,0.9018921256065369,317.16837921142576
38,1012,9,200.0,2988.75,9728,-1.389950966835022,0.023404893,0.0625,0.0003,15570,-0.012234500842168927,368.0884094238281,0.3,0.7942225933074951,772.5965637207031
39,1013,9,200.0,2990.408163265306,9984,-1.4127537727355957,0.009552272,0.00859375,0.0003,15580,-0.005062817403813824,87.09681701660156,0.3,0.921650767326355,259.76844902038573
40,1015,10,200.0,2985.6862745098038,10240,-1.499065202474594,0.01629844,0.073046875,0.0003,15590,-0.009545886307023466,158.46978759765625,0.3,0.910442054271698,281.72063064575195
