time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/explained_variance,train/value_loss,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction
36,957,200.0,135,507.98,34560,0.01617276668548584,19486.5587890625,7290.4951171875,-0.0016792950220406056,0.3,0.0003,0.00036997115,1340,-1.9650380969047547,0.0
36,957,200.0,136,500.64,34816,0.022957444190979004,10247.002642822266,5794.99560546875,-0.0033403532579541206,0.3,0.0003,0.001069244,1350,-1.9599812805652619,0.0
36,958,200.0,137,499.57,35072,0.14922761917114258,27592.2912109375,14564.173828125,-0.002896073739975691,0.3,0.0003,0.0013455758,1360,-1.942120337486267,0.0
36,958,200.0,138,497.01,35328,0.15124297142028809,13181.405810546876,6234.06396484375,-0.0013428953941911459,0.3,0.0003,0.00060629216,1370,-2.053480064868927,0.0
37,958,200.0,139,506.78,35584,0.08958250284194946,24399.495166015626,8482.2734375,-0.0008321055676788092,0.3,0.0003,0.00044323993,1380,-2.0240606665611267,0.0
37,958,200.0,140,492.73,35840,-0.4960364103317261,1913.3308532714843,914.6201782226562,-0.0010447656968608499,0.3,0.0003,0.00014085206,1390,-2.077786612510681,0.0
37,958,200.0,141,492.52,36096,-0.1118617057800293,31819.883203125,19767.1015625,-0.0006867364514619112,0.3,0.0003,0.0001224929,1400,-2.077282023429871,0.0
37,958,200.0,142,492.02,36352,0.08389925956726074,9345.901370239259,6665.52392578125,-0.001295842498075217,0.3,0.0003,0.00015282049,1410,-2.0431732654571535,0.0
38,958,200.0,143,492.31,36608,0.03450495004653931,15821.876708984375,5053.0693359375,-0.002291048876941204,0.3,0.0003,0.0005921968,1420,-1.9636724293231964,0.0
38,958,200.0,144,496.06,36864,0.06051415205001831,37120.79267578125,15426.8955078125,-0.0004582249326631427,0.3,0.0003,0.00010081963,1430,-2.0344212293624877,0.0
38,958,200.0,145,497.84,37120,0.05466306209564209,18230.858251953126,9857.12890625,6.70694513246417e-05,0.3,0.0003,3.217766e-05,1440,-1.974813747406006,0.0
38,958,200.0,146,499.28,37376,0.09734100103378296,12598.454479980468,5290.583984375,-0.004310010420158506,0.3,0.0003,0.0016766558,1450,-1.9693068146705628,0.0
39,958,200.0,147,507.76,37632,0.07535004615783691,27761.626220703125,19458.388671875,-0.0004655649419873953,0.3,0.0003,0.00023927703,1460,-2.0324384689331056,0.0
39,958,200.0,148,511.23,37888,0.15957581996917725,29925.09912109375,18971.427734375,-0.0013465730007737875,0.3,0.0003,0.00024548615,1470,-2.017159712314606,0.0
39,958,200.0,149,499.59,38144,0.049244582653045654,16935.303466796875,9759.0849609375,-0.0002636420540511608,0.3,0.0003,0.00013474654,1480,-2.0038643419742583,0.0
40,958,200.0,150,514.79,38400,0.06669282913208008,12656.798266601563,7247.48779296875,-0.0006985766580328345,0.3,0.0003,7.069716e-05,1490,-1.9485104441642762,0.0
40,958,200.0,151,517.1,38656,0.10206246376037598,19597.95998535156,12357.8994140625,-0.0019837508676573633,0.3,0.0003,0.0007419074,1500,-1.943807452917099,0.0
40,958,200.0,152,523.54,38912,0.0716012716293335,13898.321118164062,8014.294921875,-0.0003734759753569961,0.3,0.0003,0.00019535027,1510,-1.9109597265720368,0.0
40,958,200.0,153,524.68,39168,-0.03515744209289551,24994.734619140625,16109.3935546875,-0.0038553736405447124,0.3,0.0003,0.0024613717,1520,-2.008738821744919,0.0
41,958,200.0,154,519.11,39424,-0.007504940032958984,20467.84226074219,11269.69140625,-0.008136738161556422,0.3,0.0003,0.010050129,1530,-2.14352605342865,0.00390625
